yaw,pitch,roll,accelx,accely,accelz
-4.8,-4.14,1.63,2.17,-0.32,7.93
-13.69,-9.89,-0.1,-1.94,-0.33,7.01
-10.69,-5.35,3.5,-0.03,0.5,8.21
-8.88,-4.2,5.92,1.95,0.56,8.17
-8.88,-2.54,8.6,0.53,0.1,9.26
-9.21,-0.57,10.05,1.86,-0.13,8.62
-12.43,-5.23,14.97,-0.18,0.21,9.62
-15.91,-8.49,10.0,-2.58,0.56,9.78
-18.72,-9.54,3.97,-1.97,1.52,9.8
-21.2,-11.58,-5.32,-2.28,1.81,9.81
-21.87,-12.81,-14.45,-1.85,1.76,8.97
-19.48,-12.67,-23.21,-0.92,1.37,6.24
-16.5,-12.86,-30.04,-0.95,0.27,4.1
-11.09,-10.8,-33.44,0.04,-0.23,3.84
-5.98,-8.66,-34.49,1.41,-0.64,3.38
-2.32,-7.0,-32.19,1.11,-1.0,3.78
1.54,-5.83,-26.79,1.79,-0.48,4.22
3.81,-6.22,-17.83,1.67,0.29,5.78
5.04,-7.97,-7.0,0.37,0.94,7.26
7.14,-7.95,5.44,0.75,2.18,9.09
7.85,-8.95,17.2,-0.64,3.03,9.69
9.65,-9.47,28.02,-1.13,3.94,9.79
11.92,-10.42,37.1,-1.69,4.44,9.8
15.65,-12.8,44.17,-2.48,4.66,9.81
20.52,-16.28,49.72,-2.55,5.01,9.81
26.8,-20.22,51.33,-3.16,4.68,9.81
33.8,-23.26,48.79,-2.09,4.71,9.81
40.84,-24.79,42.3,-1.79,4.41,9.81
47.21,-25.08,34.08,-1.09,4.41,9.81
52.51,-23.75,24.93,-1.43,3.99,9.81
57.22,-21.53,16.05,-1.03,3.69,9.78
60.65,-18.42,7.89,-0.87,3.06,9.15
63.09,-15.42,0.77,-0.71,2.34,8.61
64.57,-12.25,-5.16,-0.62,1.55,8.1
65.25,-9.01,-9.75,-0.47,0.8,8.08
65.15,-6.44,-13.72,-0.33,0.09,7.74
64.33,-4.58,-16.43,-0.33,-0.46,7.75
62.98,-3.25,-18.44,-0.49,-1.03,7.31
61.85,-2.52,-18.81,-0.67,-1.5,7.61
61.19,-2.63,-18.25,-1.0,-1.72,8.21
61.36,-2.92,-17.12,-1.05,-1.7,8.78
61.83,-2.84,-15.71,-0.78,-1.51,9.36
62.22,-2.91,-14.75,-0.8,-1.43,9.46
62.78,-2.23,-14.0,-0.45,-1.28,9.73
63.06,-1.06,-14.2,-0.04,-1.21,9.79
63.01,0.29,-15.18,0.43,-1.19,9.64
62.03,2.37,-16.24,0.59,-1.34,9.72
60.1,4.11,-17.61,0.54,-1.44,9.33
57.66,6.51,-18.45,0.0,-1.77,9.41
55.92,8.03,-19.15,0.15,-1.91,9.33
53.78,9.72,-20.05,-0.09,-2.34,9.1
52.54,10.51,-20.58,-0.23,-2.42,9.03
51.97,11.6,-20.91,0.16,-2.47,8.89
51.57,11.46,-21.1,0.07,-2.54,8.84
51.86,10.72,-20.69,0.28,-2.43,9.0
52.21,10.13,-20.06,0.52,-2.21,9.36
52.53,7.55,-20.8,0.48,-2.19,8.43
53.57,7.32,-19.96,0.86,-2.09,8.08
54.02,8.79,-18.07,1.36,-1.98,8.17
53.61,10.19,-15.7,1.65,-2.2,8.74
