yaw,pitch,roll,accelx,accely,accelz
10.83,-3.12,-19.23,0.75,-2.33,8.92
8.65,-8.03,-19.45,0.07,-2.71,8.5
7.1,-12.51,-18.69,-0.38,-2.84,8.55
6.07,-16.67,-16.86,-0.86,-2.48,8.76
6.3,-20.45,-15.26,-1.5,-2.1,8.66
8.29,-20.64,-15.46,-1.37,-2.2,8.52
10.57,-18.69,-16.17,-0.97,-2.6,8.39
12.34,-16.68,-15.09,-0.69,-2.45,9.34
12.95,-16.17,-14.66,-1.22,-2.23,9.52
13.67,-14.9,-15.66,-1.1,-2.33,8.74
14.48,-12.52,-16.44,-0.6,-2.63,8.33
15.08,-11.51,-15.18,-0.51,-2.49,9.06
15.28,-11.38,-14.12,-0.93,-2.14,9.47
15.48,-9.2,-14.74,-0.44,-2.21,8.52
15.35,-5.34,-15.41,0.5,-2.1,7.34
14.07,-0.24,-15.34,1.46,-1.95,5.42
9.67,3.64,-9.31,2.33,-1.24,6.84
1.0,3.1,-1.14,0.59,-0.17,9.33
-7.3,2.77,1.73,-2.84,0.37,9.73
-10.19,6.17,-3.3,-1.36,-1.02,9.79
-13.94,10.21,-7.52,0.4,-1.63,8.43
-19.72,10.33,-8.07,-0.03,-1.32,7.82
-25.08,11.5,-7.44,-0.08,-0.93,7.98
-29.9,13.07,-5.45,0.18,-0.73,7.5
-34.45,15.72,-0.96,1.0,-0.37,9.03
-38.34,19.03,2.79,1.22,0.09,9.62
-41.86,27.09,2.47,1.67,0.07,8.39
-44.69,33.26,7.57,2.79,0.73,8.6
-47.75,37.79,14.06,3.9,1.25,9.57
-49.94,40.54,20.47,3.41,1.79,9.77
-50.47,42.62,24.59,3.05,1.76,9.8
-49.7,43.46,26.67,3.37,1.54,9.41
-49.05,43.73,26.89,3.64,1.36,8.67
-49.02,43.66,26.66,3.52,1.3,8.0
-48.97,42.77,27.24,3.38,1.35,7.97
-48.62,41.25,27.65,3.36,1.43,8.48
-47.84,39.34,27.19,3.47,1.46,8.73
-46.49,36.99,25.73,3.34,1.57,8.72
-44.33,34.88,23.56,3.35,1.7,8.48
-41.48,33.27,21.33,3.5,1.75,7.89
-38.35,31.1,19.83,3.78,1.83,7.61
-35.92,28.93,18.22,3.72,1.91,7.54
-33.92,27.56,17.37,3.05,2.11,7.29
-31.19,26.53,17.68,3.1,2.26,7.56
-28.68,26.16,18.17,3.37,2.16,6.98
-27.42,25.78,19.73,3.57,2.24,7.31
-26.86,25.42,21.43,3.29,2.35,7.52
-26.32,25.13,23.26,3.2,2.37,7.48
-25.78,24.47,25.62,3.01,2.57,7.61
-24.96,23.8,27.74,3.16,2.81,8.16
-24.28,23.73,28.1,3.08,2.83,7.88
-23.95,23.67,28.18,3.04,2.86,7.75
-23.91,23.29,27.99,2.94,2.88,7.75
-23.83,22.81,27.6,2.78,2.93,7.79
-23.47,22.57,26.92,2.85,2.93,7.79
-22.98,22.8,25.94,3.03,2.87,7.63
-22.58,23.26,24.78,3.09,2.86,7.39
-22.32,23.4,23.87,3.1,2.88,7.36
-22.07,23.43,23.09,2.86,2.93,7.36
-21.44,24.03,22.32,2.68,2.99,7.56
