yaw,pitch,roll,accelx,accely,accelz
16.78,-3.66,-9.7,0.79,-1.12,7.75
12.38,-3.21,-8.92,-0.62,1.06,9.45
8.74,-4.12,-7.63,-1.3,1.27,9.75
6.01,-4.65,-6.69,-1.55,1.2,9.8
4.87,-4.95,-6.6,-1.06,0.77,9.56
4.83,-5.22,-6.27,-0.19,0.49,9.34
5.7,-6.2,-5.19,0.71,0.2,8.93
5.87,-7.08,-2.44,1.46,0.29,9.44
4.74,-6.59,-0.29,1.12,0.48,9.75
2.41,-5.11,0.55,0.77,0.69,9.8
0.25,-5.1,2.38,-0.22,0.98,9.8
-1.51,-4.43,2.21,0.21,1.04,9.81
-3.74,-4.66,0.95,-0.12,0.84,9.81
-6.37,-5.41,-2.02,-0.82,0.69,9.81
-8.2,-5.46,-6.38,-1.87,0.57,9.81
-7.61,-5.47,-9.27,-0.64,0.7,9.81
-7.68,-5.18,-13.14,-0.16,1.15,9.81
-7.92,-6.55,-18.97,-0.07,0.65,8.53
-7.71,-8.03,-24.11,-0.14,-0.31,6.49
-6.31,-10.11,-25.24,-0.05,-0.92,6.2
-4.4,-11.74,-24.14,-0.25,-1.26,7.25
-3.59,-11.06,-24.24,-0.71,-1.98,7.65
-4.49,-9.17,-24.01,-2.24,-1.91,7.5
-3.1,-8.91,-21.97,-2.66,-1.7,8.3
0.17,-6.38,-19.26,-1.54,-1.42,9.53
4.1,-4.35,-18.66,0.81,-1.3,9.76
5.83,-3.98,-19.29,0.66,-1.48,9.36
8.47,-3.8,-18.55,0.78,-1.52,9.58
12.09,-3.59,-18.52,1.11,-1.55,9.06
15.82,-2.99,-17.54,1.83,-1.79,8.86
18.27,-3.14,-16.08,1.28,-1.67,9.12
20.5,-3.18,-15.87,1.79,-1.62,7.9
20.59,-3.95,-14.13,0.29,-1.0,7.19
21.68,-4.93,-11.21,0.17,-0.75,6.53
22.65,-4.83,-5.68,-0.63,-0.48,7.05
24.84,-4.4,1.65,-0.67,0.02,8.76
27.73,-3.27,8.79,0.28,0.64,9.64
28.84,-2.18,14.53,0.71,1.01,9.78
28.47,-0.81,18.45,0.29,1.21,9.8
28.72,-0.27,21.07,1.1,1.36,9.81
28.4,1.31,20.19,2.06,1.49,9.81
27.77,2.55,16.39,2.13,1.28,9.8
26.31,3.76,13.44,2.52,1.17,9.16
23.46,5.12,11.91,1.86,1.23,8.93
20.05,6.53,11.13,1.5,1.28,9.03
15.06,7.05,10.9,0.75,1.28,8.6
8.56,6.35,13.54,-1.02,2.0,9.25
3.99,5.04,15.09,-1.64,2.15,9.72
0.61,5.43,14.86,-1.45,1.97,9.79
-1.55,3.52,14.91,-1.57,1.38,9.8
-1.87,2.41,15.11,-0.74,1.07,9.81
-2.35,1.17,12.25,-1.36,1.58,9.81
-1.51,0.41,7.37,-0.44,1.45,9.81
-1.41,-0.75,2.74,0.09,1.51,9.81
-2.05,-2.8,-2.36,-0.17,1.46,9.59
-2.78,-3.95,-7.37,-0.01,0.89,8.47
-3.49,-5.34,-10.78,-0.5,0.39,8.18
-3.0,-5.03,-13.84,-0.45,-0.24,8.22
-2.36,-4.43,-15.94,-0.08,-0.42,7.76
-2.13,-4.99,-16.72,-0.44,-0.78,7.44
