yaw,pitch,roll,accelx,accely,accelz
98.45,1.38,-0.49,0.26,-0.03,9.78
100.42,2.47,1.22,1.17,0.15,9.8
101.68,2.62,2.66,0.97,0.32,9.81
102.41,4.87,3.39,1.59,0.45,9.81
101.48,7.52,2.75,1.5,0.97,9.81
99.99,9.89,-0.6,1.16,1.06,9.81
99.3,9.99,-4.37,1.02,0.94,9.81
99.01,11.68,-7.13,1.2,0.73,9.81
98.87,13.14,-9.27,1.2,0.64,9.8
99.46,10.49,-11.37,0.92,0.46,9.8
100.26,7.65,-14.69,0.48,0.17,9.14
100.1,9.29,-18.64,1.2,-0.35,8.12
100.13,10.02,-21.85,1.12,-0.6,7.66
99.21,13.76,-25.33,2.31,-1.52,6.47
96.58,15.9,-27.1,2.07,-1.73,6.71
95.19,15.85,-28.53,1.64,-1.98,6.76
94.16,15.34,-29.55,2.1,-2.24,6.7
93.01,11.29,-30.83,0.68,-2.17,7.12
94.15,6.7,-32.48,-0.52,-2.18,5.82
97.99,2.26,-30.16,-0.82,-2.04,5.71
103.1,-2.55,-25.52,-1.44,-1.68,6.34
107.58,-3.91,-18.88,-0.46,-1.03,8.54
111.3,-6.0,-12.87,-1.29,-0.11,8.55
115.83,-9.61,-6.51,0.04,0.35,8.88
118.89,-14.5,1.27,-0.41,0.79,9.59
121.61,-17.44,8.32,-1.04,1.58,9.77
124.44,-20.2,14.81,-0.4,2.07,9.8
127.34,-21.84,21.19,-0.94,2.23,9.81
133.11,-21.8,26.78,-1.23,2.9,9.81
138.27,-21.69,28.43,0.91,2.77,9.81
139.66,-18.44,25.47,1.75,2.52,9.81
137.37,-15.48,22.02,1.79,2.53,9.81
133.67,-12.12,18.91,1.87,2.57,9.52
127.76,-8.96,16.8,1.23,2.66,9.12
121.47,-6.3,14.57,-0.16,2.82,9.09
115.75,-2.99,13.07,-0.43,2.55,8.74
110.13,0.67,12.93,-1.37,2.32,9.58
104.91,2.63,11.73,-1.67,2.13,9.77
100.44,3.68,9.9,-1.38,1.58,9.5
95.87,3.26,8.29,-1.15,1.29,9.32
90.8,-0.18,7.1,-1.24,1.12,9.4
86.54,-2.71,5.94,-1.84,1.02,9.67
83.96,-4.65,4.2,-2.15,-0.13,9.08
83.88,-3.11,5.55,-2.26,0.39,9.66
85.4,-2.67,3.41,-0.1,0.08,9.66
85.1,-3.67,1.74,-0.48,0.26,9.39
86.01,-4.3,0.83,-0.39,0.43,9.48
87.28,-3.77,0.05,0.27,0.45,9.32
87.86,-3.28,0.03,0.31,0.44,9.43
88.17,-2.73,0.3,0.34,0.36,9.54
88.1,-1.79,0.7,0.19,0.21,9.75
87.98,-0.56,0.65,0.22,0.11,9.74
87.66,0.17,0.71,0.13,0.22,9.79
87.4,1.05,0.72,0.1,0.32,9.79
87.1,1.75,0.58,-0.14,0.4,9.72
87.62,2.13,0.83,-0.15,0.36,9.77
88.62,3.13,0.81,0.35,0.25,9.8
89.39,4.37,0.56,0.78,0.06,9.66
89.6,4.57,0.56,0.87,0.11,9.76
89.49,4.64,0.37,0.57,0.19,9.44
