yaw,pitch,roll,accelx,accely,accelz
-52.55,13.72,21.78,1.89,3.11,9.38
-53.66,15.55,24.03,1.51,-2.37,5.1
-55.09,17.79,27.25,1.19,-3.03,5.16
-55.86,20.73,31.16,1.03,-2.62,5.37
-55.85,23.36,37.14,0.84,-1.99,6.25
-54.34,24.53,44.44,1.15,-1.15,7.73
-52.66,25.83,51.59,1.08,-0.45,9.01
-50.57,26.19,57.87,1.29,0.16,9.68
-47.52,26.9,64.21,0.98,0.8,9.79
-44.02,25.77,69.09,0.95,1.2,9.8
-40.17,24.32,72.78,1.43,1.6,9.81
-39.22,22.56,72.61,1.1,1.97,9.81
-40.85,19.69,68.02,0.99,2.0,9.81
-44.39,15.8,61.19,0.7,2.13,9.81
-46.46,12.34,52.92,0.6,2.23,9.81
-47.56,8.4,43.43,0.81,2.17,9.81
-46.87,6.22,33.26,1.69,1.8,9.81
-46.14,5.26,22.68,2.33,1.47,9.81
-45.12,3.16,11.62,2.23,0.86,8.79
-43.31,3.0,1.6,2.52,-0.4,7.21
-41.6,3.35,-6.46,2.42,-1.54,5.87
-40.19,4.15,-11.35,2.26,-2.26,4.95
-39.2,3.59,-12.77,1.99,-2.48,4.98
-38.61,2.82,-11.88,1.73,-2.47,5.32
-38.35,3.88,-9.24,1.51,-2.1,5.7
-38.0,5.28,-4.61,2.02,-1.58,5.98
-38.12,6.81,2.67,2.16,-0.72,7.17
-37.83,10.8,11.17,2.38,0.58,8.35
-37.05,17.85,19.73,2.77,1.23,9.14
-35.0,19.6,28.82,4.01,2.01,9.54
-34.23,21.23,37.72,4.0,2.85,9.76
-34.44,20.3,42.28,2.9,2.67,9.8
-35.06,20.58,45.76,2.26,2.67,9.8
-35.42,18.85,46.67,2.48,2.81,9.81
-36.37,17.91,45.19,2.36,2.71,9.81
-37.48,19.13,44.29,2.66,2.65,9.81
-39.32,16.76,40.38,1.89,2.83,9.81
-40.58,13.9,34.52,2.2,2.39,8.24
-41.96,10.71,31.21,1.93,2.14,7.51
-42.54,9.87,29.81,2.37,2.03,7.61
-43.51,9.41,29.82,2.23,2.25,8.11
-45.02,10.06,29.52,2.17,2.36,8.94
-47.08,9.04,29.77,1.17,2.42,9.13
-47.52,9.37,30.42,0.71,2.71,9.7
-46.94,10.67,28.65,1.46,2.61,9.72
-46.93,11.14,26.67,2.08,2.41,8.8
-47.48,11.28,25.11,1.95,2.43,8.65
-47.72,11.09,24.15,1.85,2.33,8.24
-47.92,11.39,24.01,1.96,2.39,8.63
-48.31,11.51,23.87,1.77,2.45,8.93
-48.57,11.36,23.54,1.71,2.53,9.2
-48.6,11.32,22.9,1.83,2.51,9.17
-48.7,11.35,22.04,1.97,2.49,9.0
-49.09,11.11,21.13,1.84,2.47,8.8
-49.27,10.84,20.52,1.77,2.48,8.73
-49.46,11.07,20.1,1.96,2.41,8.82
-49.91,10.76,19.76,1.73,2.48,9.01
-50.33,10.3,19.51,1.74,2.63,9.62
-50.97,8.08,18.51,1.56,2.68,9.78
-51.21,6.5,15.63,1.74,3.27,9.8
