yaw,pitch,roll,accelx,accely,accelz
159.28,-0.78,-12.73,-0.03,-1.61,9.42
156.01,-3.02,-8.62,-0.83,1.91,9.74
154.47,-3.32,-7.0,0.18,2.96,9.8
152.98,-3.95,-11.43,0.29,3.11,9.8
151.75,-3.18,-16.58,0.63,2.9,9.81
150.7,-3.87,-21.33,0.31,2.85,9.81
150.17,-4.89,-26.42,-0.08,2.59,9.44
150.79,-6.45,-31.35,-0.22,1.81,8.41
151.97,-7.75,-35.68,-0.09,0.9,8.01
153.8,-8.33,-40.75,-0.25,0.05,7.27
156.71,-7.35,-45.12,-0.25,-0.62,6.89
160.6,-5.61,-48.55,0.36,-1.33,6.61
164.28,-4.09,-50.57,0.56,-1.85,6.66
167.81,-2.06,-51.67,0.59,-1.95,6.73
172.6,0.88,-52.24,1.62,-2.41,6.26
176.25,3.18,-51.4,1.56,-3.05,6.38
179.62,4.6,-50.71,1.8,-3.1,5.75
-178.33,6.16,-49.0,1.46,-3.21,5.44
-176.53,7.53,-45.2,1.6,-3.11,5.1
-175.23,8.6,-38.02,1.34,-2.37,6.69
-173.59,9.13,-30.27,1.07,-1.42,7.15
-171.36,8.47,-20.97,2.15,-0.71,7.84
-171.65,7.12,-10.59,0.99,0.3,8.57
-171.95,6.26,-0.84,1.07,1.09,9.03
-172.05,8.02,8.33,2.23,1.36,8.97
-174.47,10.59,18.4,1.25,2.76,8.83
-176.1,11.64,29.61,1.5,3.58,9.45
-175.94,12.35,41.29,0.91,5.16,9.75
-173.72,6.84,52.15,1.79,6.18,9.8
-171.22,1.46,57.12,-0.65,6.48,9.8
-162.93,-1.84,53.25,-1.18,6.14,9.81
-154.2,-6.21,49.53,1.22,5.26,9.81
-147.44,-7.02,43.91,2.09,5.38,9.81
-143.42,-5.73,35.11,1.45,5.96,9.81
-140.91,-7.65,22.99,-0.22,6.28,9.7
-136.98,-10.14,11.66,-0.93,5.31,8.55
-131.69,-10.17,1.44,0.44,4.03,8.43
-129.0,-6.7,-8.37,0.67,2.67,7.78
-127.7,-3.32,-17.27,0.74,1.23,6.75
-127.28,0.45,-23.92,0.75,-0.09,6.18
-126.45,2.3,-27.85,0.95,-1.14,5.69
-125.79,3.59,-28.12,1.03,-1.92,6.72
-126.23,3.91,-27.26,0.45,-2.24,7.51
-126.65,4.17,-25.21,0.44,-2.45,8.4
-127.2,3.65,-23.09,0.56,-2.34,8.53
-127.65,2.01,-19.61,0.19,-2.11,9.16
-128.28,1.39,-16.62,0.16,-1.73,9.7
-129.07,-0.29,-14.31,-0.36,-1.5,9.71
-129.47,-0.81,-12.68,-0.13,-1.5,9.68
-130.52,-1.52,-11.05,-0.22,-1.49,9.53
-132.14,-1.4,-9.64,0.01,-1.4,9.67
-134.69,-1.19,-8.33,-0.2,-1.12,9.69
-136.35,-2.03,-7.2,-0.65,-0.84,9.79
-136.96,-1.81,-7.17,-0.34,-0.82,9.59
-137.41,-1.64,-7.26,0.08,-0.91,9.0
-138.01,-1.47,-6.5,0.28,-0.7,8.69
-138.78,-0.22,-5.63,0.74,-0.72,8.39
-140.53,2.06,-3.91,1.22,-0.3,8.36
-142.59,4.23,-1.42,1.53,-0.31,8.93
-145.88,6.68,1.39,1.94,0.08,8.85
