yaw,pitch,roll,accelx,accely,accelz
-173.6,2.05,-11.31,0.65,-0.75,9.47
-173.52,1.5,-11.14,0.41,-1.37,9.66
-173.72,1.41,-11.12,0.3,-1.51,9.31
-173.84,1.41,-10.47,0.18,-1.49,9.5
-173.41,1.52,-9.85,0.39,-1.46,9.38
-172.66,0.88,-8.24,1.47,-0.97,9.71
-174.82,-1.88,-5.87,1.28,-1.0,9.58
-178.67,-0.46,-1.17,0.67,-0.31,9.77
176.7,-1.93,-4.52,-0.26,-0.75,9.8
174.27,-1.11,-9.56,0.52,-0.86,9.81
171.02,0.33,-15.08,1.41,-0.81,9.69
165.36,1.46,-20.72,0.76,-1.1,8.28
158.96,0.75,-24.39,0.03,-1.43,7.46
152.06,0.09,-25.89,-0.85,-1.57,7.2
145.93,-0.05,-25.89,-1.22,-1.75,7.07
141.08,-0.58,-24.94,-0.96,-1.87,6.8
135.91,-0.96,-22.01,-1.21,-1.91,6.96
131.29,-1.87,-17.55,-1.44,-1.75,7.68
127.73,-3.94,-12.73,-1.84,-1.42,7.79
124.94,-3.71,-5.99,-2.11,-0.86,8.47
123.75,-2.84,0.83,-2.01,-0.24,9.55
124.18,-3.84,6.58,-2.08,0.33,9.66
126.19,-4.2,13.13,-2.04,1.03,9.78
129.03,-5.8,18.52,-1.79,1.58,9.8
132.35,-8.61,22.61,-2.15,1.92,9.81
137.8,-9.7,25.05,-2.1,2.33,9.81
144.32,-10.71,25.65,-1.44,2.7,9.81
150.21,-12.67,25.13,-1.31,2.96,9.81
155.47,-13.96,22.54,-1.28,2.97,9.81
159.45,-13.41,17.1,-0.87,2.58,9.81
162.71,-14.02,10.36,-1.13,1.94,9.81
166.49,-13.12,2.92,-1.03,1.56,9.81
170.23,-11.49,-5.22,-0.99,0.96,9.58
174.09,-8.88,-13.27,-1.0,0.14,8.53
178.52,-6.54,-20.46,-1.21,-0.75,7.38
-175.49,-4.61,-25.81,-0.94,-1.41,6.47
-168.06,-2.45,-27.78,-0.36,-1.58,6.17
-159.78,-1.65,-26.5,0.52,-1.69,6.5
-152.04,-2.33,-23.58,1.36,-1.6,6.71
-147.01,-2.6,-18.17,1.06,-1.37,6.92
-142.96,-3.44,-10.85,0.79,-0.8,7.49
-140.07,-4.54,-1.43,0.88,0.31,7.82
-139.17,-5.6,10.33,1.22,1.52,9.42
-141.38,-7.0,19.1,1.69,2.41,9.75
-148.11,-6.21,28.41,1.57,3.41,9.8
-158.52,-2.05,35.86,1.35,4.22,9.8
-169.69,2.76,38.14,-0.1,4.3,9.81
-177.25,3.57,37.51,-1.2,3.98,9.81
177.94,2.48,34.91,-0.74,3.79,9.81
173.56,1.04,30.41,-0.53,3.88,9.81
168.83,-1.45,25.46,-1.8,3.57,9.81
165.7,-3.11,19.69,-2.39,3.08,9.81
164.49,-3.17,14.12,-1.83,2.7,9.66
163.49,-4.3,8.71,-0.81,2.32,9.78
161.75,-4.75,2.66,-1.35,1.5,9.8
161.03,-3.23,-4.92,-0.81,0.85,9.32
160.75,-2.99,-11.9,-0.88,-0.13,8.38
160.87,-0.73,-16.14,-0.69,-0.86,8.31
162.25,-1.04,-20.31,-0.88,-1.43,7.4
165.26,-1.47,-21.9,-0.49,-1.26,6.69
