yaw,pitch,roll,accelx,accely,accelz
-60.52,1.47,12.23,0.82,-0.55,8.61
-61.14,3.6,10.88,0.65,-0.76,7.16
-62.01,4.57,11.86,1.78,0.03,5.66
-64.62,6.36,14.32,0.91,-0.11,6.44
-67.29,4.51,16.58,-0.59,0.22,7.84
-67.91,5.09,20.12,0.17,0.78,9.06
-69.53,1.98,24.23,-0.76,0.81,9.69
-69.75,0.29,26.92,-1.46,0.81,9.79
-67.06,0.1,27.84,-0.75,0.84,9.8
-64.59,-0.1,27.84,0.03,0.63,9.81
-63.58,-1.46,26.26,-1.78,0.88,9.81
-60.89,-3.17,23.3,-2.2,0.9,9.57
-56.87,-4.69,20.76,-2.51,1.17,9.39
-51.48,-8.1,18.58,-2.14,1.71,9.74
-45.61,-11.2,16.04,-1.26,2.16,9.56
-39.18,-13.92,14.6,0.02,2.43,9.25
-32.8,-14.83,13.74,1.8,2.49,9.72
-28.84,-15.01,12.62,2.04,1.91,9.79
-26.04,-13.36,11.65,2.17,1.48,9.8
-24.64,-10.7,10.51,1.87,0.97,9.81
-24.87,-8.75,10.34,0.93,0.51,9.81
-25.48,-7.63,8.36,-0.73,0.42,9.81
-25.58,-4.89,4.03,-0.31,0.55,9.81
-25.87,-2.46,-0.19,-0.47,0.72,9.81
-25.96,-0.16,-5.28,0.08,0.85,9.81
-26.81,1.41,-11.23,0.19,0.46,8.56
-28.17,1.68,-16.76,-0.54,-0.23,6.73
-28.39,1.47,-19.51,-0.44,-0.93,6.28
-28.46,1.95,-20.33,0.11,-1.42,6.38
-28.82,1.41,-19.24,0.15,-1.7,7.24
-29.21,1.19,-16.99,0.47,-1.72,8.44
-29.25,1.26,-14.98,1.13,-1.58,9.06
-29.7,2.47,-12.56,2.15,-1.17,9.62
-31.86,2.73,-11.02,2.83,-0.71,9.78
-36.0,2.47,-10.93,1.29,-0.72,9.68
-40.05,3.21,-10.21,1.07,-0.43,9.79
-44.92,5.01,-10.31,0.36,-0.44,9.63
-50.08,6.58,-9.88,-0.27,-0.71,9.7
-55.64,6.66,-9.58,-1.11,-0.86,9.78
-61.17,6.32,-9.99,-2.4,-1.27,9.61
-64.45,5.15,-10.3,-2.31,-1.53,9.41
-66.62,3.48,-10.44,-1.89,-1.51,9.4
-67.59,1.71,-10.46,-1.91,-1.51,9.11
-67.32,1.28,-10.34,-0.87,-1.31,8.7
-67.01,1.57,-10.03,-0.39,-1.03,8.41
-66.25,2.23,-9.7,0.65,-0.56,7.49
-65.83,2.07,-9.16,0.48,-0.45,7.08
-64.7,0.24,-7.26,0.5,-0.2,7.77
-64.75,-0.08,-4.4,-0.11,-0.18,8.31
-64.52,-1.47,-0.58,-0.79,-0.08,9.56
-64.41,0.02,3.63,0.27,0.69,9.77
-64.32,-0.1,5.6,-0.76,0.65,9.8
-63.42,1.98,7.27,0.22,0.32,9.8
-62.65,1.93,9.2,0.85,0.24,9.81
-62.89,1.48,8.62,0.21,-0.66,9.81
-62.28,1.08,9.03,0.98,-0.72,9.81
-63.46,1.47,8.27,0.49,-0.88,9.81
-64.43,0.43,6.35,-0.55,-1.24,9.81
-63.61,0.76,6.1,0.24,-0.87,9.81
-63.15,0.66,5.96,0.24,-0.35,9.81
