yaw,pitch,roll,accelx,accely,accelz
-128.07,4.0,-17.14,1.31,-1.38,9.14
-127.89,2.38,-19.42,-3.81,-1.86,7.17
-124.36,0.41,-19.22,-4.05,-1.49,6.91
-119.28,0.55,-16.99,-3.05,-1.15,7.11
-113.92,1.46,-13.67,-1.97,-0.71,6.91
-109.24,2.33,-8.98,-1.49,-0.25,6.94
-104.66,2.9,-3.18,-1.06,0.27,6.86
-100.41,4.1,4.62,-0.37,0.86,7.42
-96.73,4.58,13.51,0.22,1.69,7.97
-93.96,4.31,22.18,-0.39,2.26,9.19
-89.92,3.66,28.99,-0.04,2.37,8.41
-92.03,-6.61,38.48,0.26,3.57,8.82
-88.59,-5.3,47.39,-2.8,4.01,9.65
-80.31,-8.4,49.75,-2.15,4.18,9.19
-69.52,-10.67,54.39,-1.43,4.81,8.9
-59.44,-12.67,58.63,-2.36,5.08,9.66
-51.59,-15.42,57.9,-3.61,4.83,9.78
-44.64,-18.24,51.97,-3.31,4.72,9.8
-37.81,-18.93,43.78,-2.18,4.69,9.81
-33.08,-19.53,34.61,-1.87,4.24,9.81
-28.24,-19.73,25.5,-1.17,3.97,9.81
-24.56,-17.74,15.77,-0.5,3.37,9.81
-22.47,-16.99,6.16,-0.29,3.22,9.81
-21.75,-12.83,-2.78,0.16,2.49,9.27
-22.18,-9.48,-10.3,0.8,1.6,8.31
-25.32,-6.59,-15.26,0.74,0.9,8.5
-30.43,-8.46,-21.12,-0.68,0.7,8.79
-34.11,-10.9,-29.22,-1.2,0.08,7.03
-37.33,-11.67,-35.43,-0.5,-0.58,5.17
-43.05,-12.99,-36.54,-0.24,-0.93,4.7
-51.45,-15.93,-33.64,-1.13,-0.72,5.38
-60.7,-19.07,-27.72,-2.09,-0.36,6.45
-69.96,-20.23,-19.5,-2.42,0.36,7.72
-78.95,-20.84,-11.62,-3.11,0.85,8.22
-87.48,-19.91,-2.84,-3.5,1.33,8.12
-95.12,-17.66,6.9,-3.84,2.04,9.03
-101.98,-14.74,14.39,-4.23,2.39,9.49
-108.3,-14.22,21.19,-3.79,2.97,9.71
-113.78,-10.87,25.03,-3.88,3.26,9.79
-118.19,-8.33,26.29,-3.63,3.52,9.8
-120.78,-5.68,22.89,-3.11,3.26,9.81
-123.47,-3.44,19.57,-2.14,2.99,9.78
-127.26,-0.48,16.99,-1.97,2.68,9.57
-130.75,0.78,14.08,-2.47,2.33,9.77
-132.75,1.35,10.76,-2.6,2.27,9.75
-132.97,1.09,7.16,-1.99,1.89,9.52
-132.39,0.33,3.75,-1.77,1.64,9.2
-131.22,-0.62,0.68,-1.39,1.41,9.35
-130.28,-2.14,-2.52,-1.12,1.01,9.19
-129.65,-3.74,-5.13,-1.89,0.9,9.3
-127.57,-4.51,-8.38,-1.56,0.69,9.27
-124.92,-5.43,-11.78,-1.42,0.38,8.95
-121.69,-4.3,-14.23,-1.15,-0.03,8.42
-117.77,-1.91,-15.24,-0.38,-0.21,8.36
-113.91,1.13,-14.92,0.42,-0.49,8.55
-110.44,2.73,-13.76,1.02,-0.71,9.06
-107.88,3.16,-12.92,0.87,-0.79,9.36
-106.07,3.63,-11.99,0.88,-0.93,9.36
-104.75,4.07,-10.76,0.77,-0.88,9.47
-103.82,4.87,-9.34,0.81,-0.6,9.61
