yaw,pitch,roll,accelx,accely,accelz
-131.71,11.74,10.44,1.57,1.47,7.97
-129.94,12.18,5.74,0.99,-2.56,6.89
-128.7,13.37,0.72,0.83,-3.39,5.62
-127.2,12.24,-1.64,1.16,-3.48,6.09
-125.24,14.05,-5.86,2.43,-3.74,4.96
-125.23,16.53,-8.26,1.77,-3.63,4.2
-124.59,17.42,-7.71,1.88,-3.26,4.44
-123.73,20.36,-6.14,2.33,-2.83,4.43
-123.73,22.1,-2.42,2.88,-2.83,4.78
-125.52,23.38,2.25,2.17,-2.37,5.97
-126.67,24.5,8.5,2.23,-2.1,6.67
-128.63,25.43,16.22,2.44,-1.63,7.59
-131.67,27.38,25.17,3.16,-1.08,8.21
-137.07,30.15,34.55,2.39,-0.1,9.54
-148.33,29.74,42.27,2.38,0.58,9.45
-164.39,29.02,55.85,-0.92,2.67,9.62
-174.33,24.02,65.34,1.23,2.27,9.78
-175.46,21.67,67.05,1.54,2.06,9.8
-169.45,18.51,62.52,0.92,2.02,9.81
-159.55,14.38,57.44,0.4,2.73,9.81
-146.4,9.71,47.81,0.59,3.38,9.81
-132.31,5.71,34.85,0.15,4.71,9.81
-121.22,1.57,21.11,1.7,4.58,9.81
-112.99,1.49,6.86,2.91,4.23,9.12
-107.84,1.02,-5.09,2.87,2.62,6.55
-103.19,3.35,-12.96,3.54,1.27,6.66
-100.35,5.28,-19.96,3.63,0.15,5.54
-98.44,7.0,-25.04,4.03,-0.74,4.74
-99.0,8.23,-28.16,3.97,-1.25,2.75
-101.2,7.1,-26.24,3.0,-0.89,3.06
-103.33,4.01,-19.33,1.09,0.39,3.91
-104.83,1.9,-6.98,0.92,1.93,5.41
-106.37,-1.29,10.57,0.86,3.37,8.65
-109.45,-0.81,27.51,1.74,4.17,9.62
-118.49,-3.75,41.7,-0.03,4.33,9.78
-123.5,-2.64,50.5,-0.32,4.1,9.8
-130.58,-4.11,54.76,-0.59,3.39,9.81
-131.23,-5.13,53.25,-0.72,2.86,9.81
-133.43,-4.31,50.94,0.49,2.01,9.81
-134.62,-6.46,44.78,-2.01,3.14,9.81
-133.05,-9.32,37.28,0.7,2.29,7.15
-135.1,-7.51,35.01,0.43,2.09,7.51
-137.54,-5.98,35.37,-1.78,2.42,9.38
-135.36,-5.52,30.85,-1.03,2.41,9.72
-133.77,-5.1,27.01,0.02,2.11,9.24
-132.99,-3.86,25.2,-0.08,1.94,9.7
-132.29,-3.2,22.98,-0.07,1.86,9.79
-131.78,-3.16,20.29,0.1,1.72,9.8
-131.7,-3.12,18.5,0.04,1.64,9.78
-131.98,-2.73,17.8,-0.11,1.64,9.8
-132.01,-1.95,17.13,-0.22,1.68,9.81
-131.75,-1.6,16.48,-0.13,1.66,9.81
-131.39,-1.35,15.99,0.0,1.67,9.81
-131.19,-1.3,15.49,0.0,1.69,9.81
-131.07,-1.21,14.85,0.01,1.72,9.81
-131.09,-1.25,14.26,-0.09,1.71,9.81
-130.99,-1.36,13.81,-0.16,1.71,9.81
-130.77,-1.13,13.46,-0.06,1.71,9.81
-130.58,-1.36,13.09,-0.02,1.7,9.81
-130.56,-1.23,12.51,0.15,1.65,9.81
