yaw,pitch,roll,accelx,accely,accelz
110.53,4.18,-5.23,0.4,-0.83,9.42
109.03,3.52,-3.67,-0.42,-0.25,9.73
107.68,2.31,-2.41,-0.65,-0.21,9.79
106.22,2.08,-2.05,-0.68,-0.15,9.8
104.74,1.1,-1.68,-0.87,-0.08,9.81
103.79,0.46,-1.29,-0.91,0.11,9.81
103.25,0.25,-1.13,-0.67,0.35,9.8
102.65,0.43,-1.46,-0.78,0.28,9.53
102.55,-0.27,-1.6,-0.84,0.0,8.98
102.56,-1.32,-0.56,-1.07,0.14,8.64
103.1,-3.11,2.17,-0.81,0.49,8.93
103.48,-3.75,4.61,-0.27,0.55,9.43
103.3,-3.35,6.63,0.65,0.53,9.29
100.82,-3.72,9.79,0.65,0.88,9.28
96.71,-2.3,13.45,-0.21,1.39,9.19
93.45,1.76,16.92,0.06,1.88,9.71
89.73,5.02,19.43,0.76,2.55,9.79
84.4,7.71,19.77,0.34,3.05,9.8
79.16,10.06,17.73,-0.08,3.03,9.81
74.19,10.0,15.1,-0.17,2.78,9.81
69.84,9.3,11.54,-0.35,2.53,9.81
66.29,8.05,7.28,-0.5,2.14,9.81
63.56,6.31,2.81,-0.53,1.64,9.81
61.62,4.12,-1.18,-0.46,1.27,9.81
60.26,1.97,-4.97,-0.31,0.8,9.75
58.84,0.56,-8.96,-0.51,0.43,9.48
58.1,0.07,-12.09,-0.64,0.04,9.48
58.51,-0.51,-14.84,-0.29,-0.46,9.44
59.07,-1.8,-16.9,-0.49,-0.82,9.52
59.61,-2.14,-18.85,-0.37,-0.95,9.69
59.86,-2.88,-21.35,-0.92,-0.75,9.42
62.15,-3.63,-24.16,-1.07,-1.06,8.53
67.36,-5.27,-25.81,-0.44,-1.21,8.25
73.0,-7.07,-27.18,-1.25,-1.34,8.02
81.11,-7.29,-28.21,-1.32,-1.48,7.8
91.93,-6.64,-28.2,-0.28,-1.56,7.69
102.13,-5.16,-26.88,0.66,-1.78,7.9
109.93,-2.5,-25.05,1.37,-1.91,7.79
115.02,-0.12,-21.87,1.32,-1.53,7.66
119.3,1.15,-16.71,0.47,-0.76,8.14
125.35,1.71,-10.97,1.36,-0.36,8.97
130.32,0.54,-6.07,1.22,-0.16,9.08
134.76,-0.86,-1.33,1.57,0.03,9.2
137.02,-3.05,2.44,1.55,0.01,9.7
137.15,-5.91,5.68,1.02,0.31,9.67
136.31,-7.87,9.98,0.58,0.8,9.79
134.45,-7.94,13.06,0.52,1.23,9.8
130.93,-6.56,14.04,0.05,1.29,9.81
127.17,-6.46,15.2,-0.2,1.53,9.81
122.97,-4.08,13.97,-0.16,1.52,9.81
118.24,-5.09,13.77,-0.41,1.6,9.79
113.68,-5.18,13.12,-0.76,1.5,9.72
109.24,-3.88,11.7,-0.83,1.15,9.59
105.09,-4.56,10.93,-1.55,0.8,9.68
102.74,-4.32,10.03,-1.53,0.37,9.79
101.03,-3.43,8.82,-1.15,0.59,9.8
99.49,-5.83,7.72,-0.96,0.69,9.73
97.4,-6.84,6.57,-0.95,0.68,9.23
95.32,-6.34,6.61,-0.99,0.7,9.46
93.7,-6.19,6.29,-1.16,0.77,9.75
